Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Score_Diff
Super Smash Bros. Brawl                     ,Wii ,2008,Fighting    ,Nintendo                   ,6.6,2.5,2.7,1,12.8,93.0,89.0,T   ,4.0 
Dissidia: Final Fantasy                     ,PSP ,2008,Fighting    ,Square Enix                ,0.5,0.5,0.9,0.3,2.2,79.0,80  ,T   ,-1  
Mortal Kombat vs. DC Universe               ,PS3 ,2008,Fighting    ,Midway Games               ,1.5,0.3,0,0.2,2,76.0,71.0,T   ,5.0 
Mortal Kombat vs. DC Universe               ,X360,2008,Fighting    ,Midway Games               ,1.5,0.2,0,0.2,1.9,72.0,75.0,T   ,-3.0
SoulCalibur IV                              ,X360,2008,Fighting    ,Ubisoft                    ,0.9,0.4,0.1,0.1,1.6,85.0,79.0,T   ,6.0 
SoulCalibur IV                              ,PS3 ,2008,Fighting    ,Ubisoft                    ,0.7,0.4,0.1,0.2,1.5,85.0,79.0,T   ,6.0 
WWE SmackDown vs. Raw 2009                  ,PS2 ,2008,Fighting    ,THQ                        ,0.7,0,0,0.6,1.2,78.0,69.0,T   ,9.0 
Naruto: Ultimate Ninja Storm                ,PS3 ,2008,Fighting    ,Namco Bandai Games         ,0.5,0.3,0.1,0.1,1.1,75.0,86.0,T   ,-11.
WWE SmackDown vs. Raw 2009                  ,PS3 ,2008,Fighting    ,THQ                        ,0.5,0.3,0,0.1,0.9,78.0,70  ,T   ,8   
WWE SmackDown vs. Raw 2009                  ,X360,2008,Fighting    ,THQ                        ,0.6,0.3,0,0.1,0.9,79.0,71.0,T   ,8.0 
Dragon Ball Z: Burst Limit                  ,PS3 ,2008,Fighting    ,Atari                      ,0.2,0.3,0.2,0.1,0.8,71.0,72.0,T   ,-1.0
WWE SmackDown vs. Raw 2009                  ,Wii ,2008,Fighting    ,THQ                        ,0.4,0.3,0,0.1,0.8,79.0,85.0,T   ,-6.0
WWE SmackDown vs. Raw 2009                  ,PSP ,2008,Fighting    ,THQ                        ,0.4,0.2,0,0.1,0.8,72.0,60  ,T   ,12  
Dragon Ball Z: Burst Limit                  ,X360,2008,Fighting    ,Atari                      ,0.2,0.2,0,0.1,0.5,72.0,76.0,T   ,-4.0
TNA iMPACT!                                 ,X360,2008,Fighting    ,Midway Games               ,0.3,0.1,0,0,0.5,NA  ,NA  ,NA  ,NA  
Mobile Suit Gundam: Gundam vs. Gundam       ,PSP ,2008,Fighting    ,Namco Bandai Games         ,0,0,0.4,0,0.4,NA  ,NA  ,NA  ,NA  
TNA iMPACT!                                 ,PS3 ,2008,Fighting    ,Midway Games               ,0.2,0.1,0,0.1,0.4,NA  ,NA  ,NA  ,NA  
Naruto: Clash of Ninja Revolution 2         ,Wii ,2008,Fighting    ,Tomy Corporation           ,0.3,0,0,0,0.4,72.0,84.0,T   ,-12.
Guitar Hero: World Tour                     ,Wii ,2008,Misc        ,Activision                 ,2.3,1,0,0.3,3.6,86.0,76.0,T   ,10.0
Guitar Hero: On Tour                        ,DS  ,2008,Misc        ,Activision                 ,2.1,1,0,0.3,3.5,71.0,88.0,E10+,-17.
Wii Music                                   ,Wii ,2008,Misc        ,Nintendo                   ,1.4,1.1,0.5,0.3,3.2,63.0,46.0,E   ,17.0
Rhythm Heaven                               ,DS  ,2008,Misc        ,Nintendo                   ,0.6,0.5,1.9,0.1,3.1,83.0,90  ,E   ,-7  
Guitar Hero: World Tour                     ,X360,2008,Misc        ,Activision                 ,1.8,0.6,0,0.2,2.7,85.0,63.0,T   ,22.0
Rock Band 2                                 ,X360,2008,Misc        ,Electronic Arts            ,1.8,0.2,0,0.2,2.2,92.0,83.0,T   ,9.0 
Carnival Games                              ,DS  ,2008,Misc        ,Take-Two Interactive       ,1.2,0.6,0,0.2,2,48.0,33.0,E   ,15.0
Rayman Raving Rabbids: TV Party             ,Wii ,2008,Misc        ,Ubisoft                    ,0.7,1.1,0,0.2,2,73.0,77.0,E10+,-4.0
Guitar Hero: World Tour                     ,PS3 ,2008,Misc        ,Activision                 ,1.1,0.6,0,0.3,1.9,84.0,75.0,T   ,9.0 
Monopoly                                    ,Wii ,2008,Misc        ,Electronic Arts            ,0.9,0.8,0,0.2,1.9,70.0,78.0,E   ,-8.0
Game Party 2                                ,Wii ,2008,Misc        ,Midway Games               ,1.3,0.4,0,0.2,1.9,29.0,46.0,E   ,-17.
Guitar Hero: World Tour                     ,PS2 ,2008,Misc        ,Activision                 ,1,0,0,0.8,1.8,NA  ,8   ,T   ,NA  
Guitar Hero: On Tour Decades                ,DS  ,2008,Misc        ,Activision                 ,0.8,0.6,0,0.2,1.6,72.0,80  ,E10+,-8  
High School Musical 3: Senior Year          ,DS  ,2008,Misc        ,Disney Interactive Studios ,0.6,0.8,0,0.2,1.6,NA  ,NA  ,NA  ,NA  
Rock Band 2                                 ,PS3 ,2008,Misc        ,MTV Games                  ,1.1,0.2,0,0.2,1.5,91.0,79.0,T   ,12.0
SingStar Abba                               ,PS2 ,2008,Misc        ,Sony Computer Entertainment,0.2,0,0,1.1,1.4,64.0,NA  ,T   ,NA  
High School Musical 3: Senior Year DANCE!   ,Wii ,2008,Misc        ,Disney Interactive Studios ,0.7,0.5,0,0.1,1.3,NA  ,NA  ,NA  ,NA  
Guitar Hero: Aerosmith                      ,Wii ,2008,Misc        ,Activision                 ,1,0.1,0,0.1,1.3,73.0,72.0,T   ,1.0 
Guitar Hero: Aerosmith                      ,X360,2008,Misc        ,Activision                 ,1,0.1,0,0.1,1.2,70.0,67.0,T   ,3.0 
Disney Sing It                              ,Wii ,2008,Misc        ,Disney Interactive Studios ,0.8,0.3,0,0.1,1.2,NA  ,NA  ,E   ,NA  
High School Musical 2: Work This Out!       ,DS  ,2008,Misc        ,Disney Interactive Studios ,0.5,0.5,0,0.1,1.1,NA  ,NA  ,NA  ,NA  
Junior Brain Trainer                        ,DS  ,2008,Misc        ,GSP                        ,0.2,0.7,0,0.1,1,NA  ,NA  ,E   ,NA  
Rock Band 2                                 ,Wii ,2008,Misc        ,MTV Games                  ,0.9,0,0,0.1,1,92.0,77.0,T   ,15.0
Guitar Hero: Aerosmith                      ,PS3 ,2008,Misc        ,Activision                 ,0.7,0.1,0,0.1,1,70.0,50  ,T   ,20  
SingStar Abba                               ,PS3 ,2008,Misc        ,Sony Computer Entertainment,0.3,0.5,0,0.2,0.9,70.0,55.0,T   ,15.0
Buzz! Quiz TV                               ,PS3 ,2008,Misc        ,Sony Computer Entertainment,0.3,0.5,0,0.1,0.9,NA  ,NA  ,NA  ,NA  
Samba De Amigo                              ,Wii ,2008,Misc        ,Sega                       ,0.4,0.4,0,0.1,0.9,68.0,81.0,E   ,-13.
Peppa Pig: The Game                         ,DS  ,2008,Misc        ,Pinnacle                   ,0,0.8,0,0.1,0.9,NA  ,NA  ,NA  ,NA  
Buzz! Master Quiz                           ,PSP ,2008,Misc        ,Sony Computer Entertainment,0.2,0.4,0,0.2,0.9,NA  ,NA  ,NA  ,NA  
The Price is Right                          ,Wii ,2008,Misc        ,Ubisoft                    ,0.8,0,0,0.1,0.8,NA  ,4.3 ,E   ,NA  
SingStar Vol. 2                             ,PS3 ,2008,Misc        ,Sony Computer Entertainment,0.3,0.4,0,0.1,0.8,76.0,NA  ,T   ,NA  
Guitar Hero: Aerosmith                      ,PS2 ,2008,Misc        ,Activision                 ,0.6,0,0,0.2,0.8,71.0,63.0,T   ,8.0 
Lips                                        ,X360,2008,Misc        ,Microsoft Game Studios     ,0.1,0.6,0,0.1,0.8,71.0,74.0,T   ,-3.0
Taiko no Tatsujin Wii                       ,Wii ,2008,Misc        ,Namco Bandai Games         ,0,0,0.7,0,0.7,NA  ,NA  ,NA  ,NA  
100 Classic Books                           ,DS  ,2008,Misc        ,Nintendo                   ,0.1,0.5,0,0,0.7,70.0,60  ,NA  ,10  
Scene It? Box Office Smash                  ,X360,2008,Misc        ,Microsoft Game Studios     ,0.3,0.2,0,0.1,0.7,76.0,74.0,T   ,2.0 
Meccha! Taiko no Tatsujin Master DS: 7-tsu n,DS  ,2008,Misc        ,Namco Bandai Games         ,0,0,0.7,0,0.7,NA  ,NA  ,NA  ,NA  
SingStar Singalong With Disney              ,PS2 ,2008,Misc        ,Sony Computer Entertainment,0,0,0,0.6,0.6,NA  ,NA  ,NA  ,NA  
Disney TH!NK Fast: The Ultimate Trivia Showd,Wii ,2008,Misc        ,Disney Interactive Studios ,0.4,0.2,0,0.1,0.6,NA  ,NA  ,NA  ,NA  
Monopoly                                    ,X360,2008,Misc        ,Electronic Arts            ,0.3,0.2,0,0.1,0.6,56.0,58.0,E   ,-2.0
Rock Band 2                                 ,PS2 ,2008,Misc        ,MTV Games                  ,0.3,0.2,0,0.1,0.6,NA  ,8   ,T   ,NA  
Disney Sing It! High School Musical 3: Senio,Wii ,2008,Misc        ,Disney Interactive Studios ,0.3,0.2,0,0,0.6,NA  ,NA  ,NA  ,NA  
DS Bimoji Training                          ,DS  ,2008,Misc        ,Nintendo                   ,0,0,0.6,0,0.6,NA  ,NA  ,NA  ,NA  
SingStar Summer Party                       ,PS2 ,2008,Misc        ,Sony Computer Entertainment,0,0.1,0,0.5,0.5,NA  ,NA  ,NA  ,NA  
Are You Smarter than a 5th Grader? Make the ,Wii ,2008,Misc        ,THQ                        ,0.5,0,0,0,0.5,NA  ,NA  ,E   ,NA  
Let's Draw!                                 ,DS  ,2008,Misc        ,Ubisoft                    ,0.2,0.2,0,0.1,0.5,NA  ,NA  ,NA  ,NA  
Jam With the Band                           ,DS  ,2008,Misc        ,Nintendo                   ,0,0,0.5,0,0.5,NA  ,NA  ,NA  ,NA  
Disney Sing It                              ,PS2 ,2008,Misc        ,Disney Interactive Studios ,0.2,0.2,0,0.1,0.5,NA  ,NA  ,E   ,NA  
The Price is Right                          ,DS  ,2008,Misc        ,Ubisoft                    ,0.5,0,0,0,0.5,NA  ,NA  ,E   ,NA  
You're in the Movies                        ,X360,2008,Misc        ,Microsoft Game Studios     ,0.3,0.2,0,0.1,0.5,55.0,55.0,E   ,0.0 
Rayman Raving Rabbids: TV Party             ,DS  ,2008,Misc        ,Ubisoft                    ,0.4,0,0,0,0.5,NA  ,NA  ,E10+,NA  
Pinball Hall of Fame: The Williams Collectio,Wii ,2008,Misc        ,System 3 Arcade Software   ,0.4,0,0,0,0.5,82.0,88.0,E10+,-6.0
Karaoke Revolution Presents American Idol En,Wii ,2008,Misc        ,Konami Digital Entertainmen,0.4,0,0,0,0.5,NA  ,7.8 ,E   ,NA  
Brain Challenge                             ,DS  ,2008,Misc        ,Ubisoft                    ,0.4,0,0,0,0.5,68.0,70  ,E   ,-2  
Disney Sing It! High School Musical 3: Senio,PS2 ,2008,Misc        ,Disney Interactive Studios ,0.1,0,0,0.3,0.5,NA  ,NA  ,NA  ,NA  
Family Fest Presents Circus Games           ,Wii ,2008,Misc        ,Ubisoft                    ,0.1,0.3,0,0.1,0.4,NA  ,NA  ,E   ,NA  
Monopoly                                    ,PS2 ,2008,Misc        ,Electronic Arts            ,0.2,0.2,0,0.1,0.4,NA  ,7.2 ,E   ,NA  
Disney Sing It                              ,X360,2008,Misc        ,Disney Interactive Studios ,0.4,0,0,0,0.4,53.0,52.0,E   ,1.0 
Disney Sing It! High School Musical 3: Senio,PS3 ,2008,Misc        ,Disney Interactive Studios ,0.1,0.3,0,0.1,0.4,NA  ,NA  ,NA  ,NA  
Dancing with the Stars: We Dance!           ,DS  ,2008,Misc        ,Activision                 ,0.4,0,0,0,0.4,NA  ,NA  ,NA  ,NA  
Are You Smarter than a 5th Grader? Make the ,DS  ,2008,Misc        ,THQ                        ,0.4,0,0,0,0.4,NA  ,NA  ,E   ,NA  
Karaoke Revolution Presents American Idol En,PS2 ,2008,Misc        ,Konami Digital Entertainmen,0.2,0.1,0,0.1,0.4,76.0,NA  ,E   ,NA  
LittleBigPlanet                             ,PS3 ,2008,Platform    ,Sony Computer Entertainment,2.8,2,0.2,0.9,5.8,95.0,68.0,E   ,27.0
Kirby Super Star Ultra                      ,DS  ,2008,Platform    ,Nintendo                   ,1.6,0,1.2,0.1,2.9,76.0,88.0,E   ,-12.
Sonic Unleashed                             ,Wii ,2008,Platform    ,Sega                       ,1.3,0.7,0,0.2,2.2,66.0,73.0,E10+,-7.0
Wall-E                                      ,DS  ,2008,Platform    ,THQ                        ,0.5,0.8,0,0.2,1.5,54.0,NA  ,E   ,NA  
Mirror's Edge                               ,X360,2008,Platform    ,Electronic Arts            ,0.5,0.5,0,0.1,1.2,79.0,76.0,T   ,3.0 
Wario Land: Shake It!                       ,Wii ,2008,Platform    ,Nintendo                   ,0.6,0.3,0.1,0.1,1.1,NA  ,NA  ,NA  ,NA  
Mirror's Edge                               ,PS3 ,2008,Platform    ,Electronic Arts            ,0.3,0.6,0,0.2,1.1,79.0,78.0,T   ,1.0 
Sonic Unleashed                             ,PS3 ,2008,Platform    ,Sega                       ,0.6,0.3,0,0.1,1,54.0,79.0,E10+,-25.
Wall-E                                      ,Wii ,2008,Platform    ,THQ                        ,0.5,0.4,0,0.1,1,51.0,36.0,E   ,15.0
de Blob                                     ,Wii ,2008,Platform    ,THQ                        ,0.5,0.4,0,0.1,1,82.0,86.0,E   ,-4.0
Sonic Unleashed                             ,X360,2008,Platform    ,Sega                       ,0.5,0.3,0,0.1,0.9,60.0,78.0,E10+,-18.
The Legendary Starfy                        ,DS  ,2008,Platform    ,Nintendo                   ,0.6,0,0.2,0.1,0.8,75.0,84.0,E   ,-9.0
Sonic Unleashed                             ,PS2 ,2008,Platform    ,Sega                       ,0.4,0,0,0.4,0.8,66.0,67.0,E10+,-1.0
Banjo-Kazooie: Nuts & Bolts                 ,X360,2008,Platform    ,Microsoft Game Studios     ,0.3,0.3,0,0.1,0.8,NA  ,NA  ,NA  ,NA  
Wall-E                                      ,PS2 ,2008,Platform    ,THQ                        ,0.2,0,0,0.5,0.8,67.0,84.0,E   ,-17.
Wall-E                                      ,PSP ,2008,Platform    ,THQ                        ,0.3,0.2,0,0.1,0.7,64.0,NA  ,E   ,NA  
Wall-E                                      ,X360,2008,Platform    ,THQ                        ,0.3,0.3,0,0.1,0.6,50.0,63.0,E   ,-13.
New Play Control! Donkey Kong Jungle Beat   ,Wii ,2008,Platform    ,Nintendo                   ,0.2,0.2,0.1,0.1,0.6,NA  ,NA  ,NA  ,NA  
The Legend of Spyro: Dawn of the Dragon     ,Wii ,2008,Platform    ,Vivendi Games              ,0.3,0.2,0,0.1,0.6,64.0,65.0,E10+,-1.0
Dora The Explorer: Dora Saves the Snow Princ,Wii ,2008,Platform    ,Take-Two Interactive       ,0.5,0,0,0,0.6,47.0,70  ,E   ,-23 
Ratchet & Clank: Quest for Booty            ,PS3 ,2008,Platform    ,Sony Computer Entertainment,0,0.5,0,0,0.6,NA  ,NA  ,NA  ,NA  
Secret Agent Clank(US sales)                ,PSP ,2008,Platform    ,Sony Computer Entertainment,0.3,0.2,0,0,0.6,NA  ,NA  ,NA  ,NA  
Crash: Mind Over Mutant                     ,PS2 ,2008,Platform    ,Vivendi Games              ,0.2,0.2,0,0.1,0.5,73.0,65.0,E10+,8.0 
Crash: Mind Over Mutant                     ,X360,2008,Platform    ,Vivendi Games              ,0.2,0.2,0,0.1,0.5,60.0,65.0,E10+,-5.0
The Legend of Spyro: Dawn of the Dragon     ,DS  ,2008,Platform    ,Vivendi Games              ,0.3,0.1,0,0.1,0.5,57.0,68.0,E   ,-11.
Dora The Explorer: Dora Saves the Snow Princ,DS  ,2008,Platform    ,Take-Two Interactive       ,0.3,0.1,0,0,0.5,NA  ,NA  ,NA  ,NA  
The Legend of Spyro: Dawn of the Dragon     ,PS3 ,2008,Platform    ,Vivendi Games              ,0.2,0.2,0,0.1,0.4,59.0,66.0,E10+,-7.0
Crash: Mind Over Mutant                     ,Wii ,2008,Platform    ,Vivendi Games              ,0.3,0.1,0,0,0.4,70.0,66.0,E10+,4.0 
Crash: Mind Over Mutant                     ,PSP ,2008,Platform    ,Vivendi Games              ,0.1,0.2,0,0.1,0.4,NA  ,6.5 ,E10+,NA  
Crash: Mind Over Mutant                     ,DS  ,2008,Platform    ,Vivendi Games              ,0.4,0,0,0,0.4,45.0,58.0,E   ,-13.
The Legend of Spyro: Dawn of the Dragon     ,PS2 ,2008,Platform    ,Vivendi Games              ,0.1,0,0,0.3,0.4,NA  ,7.1 ,E10+,NA  
Wall-E                                      ,PS3 ,2008,Platform    ,THQ                        ,0.1,0.2,0,0.1,0.4,51.0,50  ,E   ,1   
Professor Layton and the Unwound Future     ,DS  ,2008,Puzzle      ,Nintendo                   ,0.6,1.6,0.8,0.3,3.3,86.0,92.0,E10+,-6.0
Hasbro Family Game Night                    ,Wii ,2008,Puzzle      ,Electronic Arts            ,1,0.3,0,0.1,1.4,63.0,75.0,E   ,-12.
Boom Blox                                   ,Wii ,2008,Puzzle      ,Electronic Arts            ,0.7,0.4,0,0.1,1.2,85.0,86.0,E   ,-1.0
Puzzler Collection                          ,DS  ,2008,Puzzle      ,Ubisoft                    ,0.2,0.8,0,0,1,71.0,NA  ,E   ,NA  
TouchMaster 2                               ,DS  ,2008,Puzzle      ,Midway Games               ,0.3,0.5,0,0.1,0.9,76.0,NA  ,E   ,NA  
TV Show King Party                          ,Wii ,2008,Puzzle      ,Ubisoft                    ,0.2,0.4,0,0.1,0.7,NA  ,NA  ,T   ,NA  
Hasbro Family Game Night                    ,PS2 ,2008,Puzzle      ,Electronic Arts            ,0.3,0.2,0,0.1,0.6,NA  ,NA  ,E   ,NA  
CrossworDS                                  ,DS  ,2008,Puzzle      ,Deep Silver                ,0.5,0,0,0,0.6,67.0,68.0,E   ,-1.0
Hello Kitty: Big City Dreams                ,DS  ,2008,Puzzle      ,Empire Interactive         ,0.4,0.1,0,0,0.5,NA  ,NA  ,E   ,NA  
Mario Kart Wii                              ,Wii ,2008,Racing      ,Nintendo                   ,15.7,12.8,3.8,3.3,35.5,82.0,83.0,E   ,-1.0
Pure                                        ,X360,2008,Racing      ,Disney Interactive Studios ,1.4,0.8,0,0.2,2.5,85.0,77.0,E   ,8.0 
Midnight Club: Los Angeles                  ,PS3 ,2008,Racing      ,Take-Two Interactive       ,1.6,0.5,0.1,0.3,2.5,82.0,82.0,T   ,0.0 
Midnight Club: Los Angeles                  ,X360,2008,Racing      ,Take-Two Interactive       ,1.7,0.5,0,0.2,2.4,81.0,85.0,T   ,-4.0
Need For Speed: Undercover                  ,PS3 ,2008,Racing      ,Electronic Arts            ,0.6,1,0.1,0.4,2,59.0,59.0,T   ,0.0 
Burnout Paradise                            ,PS3 ,2008,Racing      ,Electronic Arts            ,1,0.6,0,0.3,1.9,87.0,77.0,E10+,10.0
Need For Speed: Undercover                  ,X360,2008,Racing      ,Electronic Arts            ,0.8,0.7,0,0.2,1.7,64.0,59.0,T   ,5.0 
Need For Speed: Undercover                  ,PS2 ,2008,Racing      ,Electronic Arts            ,0.4,0.1,0,0.9,1.4,NA  ,6.5 ,T   ,NA  
Burnout Paradise                            ,X360,2008,Racing      ,Electronic Arts            ,0.6,0.6,0,0.1,1.4,88.0,69.0,E10+,19.0
MotorStorm: Pacific Rift                    ,PS3 ,2008,Racing      ,Sony Computer Entertainment,0.4,0.7,0,0.2,1.4,82.0,80  ,T   ,2   
GRID                                        ,PS3 ,2008,Racing      ,Codemasters                ,0.3,0.6,0,0.2,1.1,87.0,81.0,E   ,6.0 
Midnight Club: LA Remix                     ,PSP ,2008,Racing      ,Take-Two Interactive       ,0.5,0.3,0,0.2,1,79.0,87.0,T   ,-8.0
Sonic Riders: Zero Gravity                  ,Wii ,2008,Racing      ,Sega                       ,0.5,0.3,0,0.1,0.9,56.0,81.0,E   ,-25.
Pure                                        ,PS3 ,2008,Racing      ,Disney Interactive Studios ,0.4,0.3,0,0.1,0.9,83.0,78.0,E   ,5.0 
GRID                                        ,X360,2008,Racing      ,Codemasters                ,0.3,0.4,0,0.1,0.9,87.0,79.0,E   ,8.0 
Need for Speed: ProStreet                   ,PSP ,2008,Racing      ,Electronic Arts            ,0.2,0.3,0,0.2,0.8,57.0,71.0,E   ,-14.
Need For Speed: Undercover                  ,PSP ,2008,Racing      ,Electronic Arts            ,0.2,0.3,0,0.2,0.8,52.0,68.0,T   ,-16.
Need For Speed: Undercover                  ,Wii ,2008,Racing      ,Electronic Arts            ,0.3,0.3,0,0.1,0.6,54.0,62.0,T   ,-8.0
System 3 presents Ferrari Challenge Trofeo P,Wii ,2008,Racing      ,System 3 Arcade Software   ,0.1,0.4,0,0.1,0.5,NA  ,NA  ,NA  ,NA  
NASCAR 09                                   ,PS2 ,2008,Racing      ,Electronic Arts            ,0.3,0.2,0,0.1,0.5,NA  ,7.9 ,E   ,NA  
Ford Racing Off Road                        ,Wii ,2008,Racing      ,Xplosiv                    ,0.1,0.4,0,0,0.5,37.0,63.0,E   ,-26.
Emergency Heroes                            ,Wii ,2008,Racing      ,Ubisoft                    ,0.1,0.3,0,0.1,0.5,41.0,42.0,E10+,-1.0
Monster Jam: Urban Assault                  ,Wii ,2008,Racing      ,Activision                 ,0.4,0,0,0,0.4,NA  ,7.8 ,E   ,NA  
Speed Racer: The Videogame                  ,Wii ,2008,Racing      ,Warner Bros. Interactive En,0.3,0,0,0,0.4,NA  ,NA  ,NA  ,NA  
Monster Jam: Urban Assault                  ,DS  ,2008,Racing      ,Activision                 ,0.4,0,0,0,0.4,NA  ,NA  ,E   ,NA  
MotoGP 08                                   ,PS3 ,2008,Racing      ,Capcom                     ,0.1,0.2,0,0.1,0.4,65.0,60  ,E   ,5   
Pokémon Platinum Version                   ,DS  ,2008,Role-Playing,Nintendo                   ,2.8,1.7,2.7,0.5,7.7,83.0,85.0,E   ,-2.0
Monster Hunter Freedom Unite                ,PSP ,2008,Role-Playing,Capcom                     ,0.5,0.6,4.1,0.3,5.5,81.0,87.0,T   ,-6.0
Fallout 3                                   ,X360,2008,Role-Playing,Bethesda Softworks         ,3.4,1,0.1,0.5,4.9,93.0,85.0,M   ,8.0 
Fable II                                    ,X360,2008,Role-Playing,Microsoft Game Studios     ,2.5,1.2,0.1,0.4,4.3,89.0,65.0,M   ,24.0
Fallout 3                                   ,PS3 ,2008,Role-Playing,Bethesda Softworks         ,2.1,1.1,0.1,0.6,3.9,90.0,80  ,M   ,10  
Pokemon Ranger: Shadows of Almia            ,DS  ,2008,Role-Playing,Nintendo                   ,0.9,0.5,0.6,0.2,2.3,68.0,82.0,E   ,-14.
Dragon Quest V: Hand of the Heavenly Bride  ,DS  ,2008,Role-Playing,Square Enix                ,0.2,0,1.4,0,1.6,84.0,85.0,E10+,-1.0
Chrono Trigger                              ,DS  ,2008,Role-Playing,Square Enix                ,0.6,0.2,0.5,0.1,1.3,92.0,89.0,E10+,3.0 
World of Warcraft: Wrath of the Lich King   ,PC  ,2008,Role-Playing,Activision                 ,0,0.1,0,1.2,1.3,91.0,75.0,T   ,16.0
Valkyria Chronicles                         ,PS3 ,2008,Role-Playing,Sega                       ,0.7,0.2,0.2,0.1,1.3,86.0,86.0,T   ,0.0 
Fallout 3                                   ,PC  ,2008,Role-Playing,Bethesda Softworks         ,0,0.9,0,0.1,1,91.0,79.0,M   ,12.0
Phantasy Star Portable                      ,PSP ,2008,Role-Playing,Sega                       ,0.2,0.1,0.6,0.1,0.9,64.0,78.0,T   ,-14.
White Knight Chronicles: International Editi,PS3 ,2008,Role-Playing,Sony Computer Entertainment,0.3,0.2,0.4,0.1,0.9,64.0,75.0,T   ,-11.
Fossil Fighters                             ,DS  ,2008,Role-Playing,Nintendo                   ,0.8,0,0,0.1,0.9,70.0,79.0,E   ,-9.0
Sonic Chronicles: The Dark Brotherhood      ,DS  ,2008,Role-Playing,Sega                       ,0.5,0.3,0,0.1,0.9,74.0,73.0,E   ,1.0 
Kingdom Hearts Re: Chain of Memories        ,PS2 ,2008,Role-Playing,Square Enix                ,0.7,0,0,0.1,0.9,68.0,72.0,E10+,-4.0
Shin Megami Tensei: Persona 4               ,PS2 ,2008,Role-Playing,Atlus                      ,0.3,0,0.4,0.1,0.8,90.0,89.0,M   ,1.0 
Too Human                                   ,X360,2008,Role-Playing,Microsoft Game Studios     ,0.4,0.3,0,0.1,0.8,65.0,70  ,T   ,-5  
Tales of Vesperia                           ,X360,2008,Role-Playing,Atari                      ,0.3,0.2,0.2,0.1,0.7,79.0,82.0,T   ,-3.0
Infinite Undiscovery                        ,X360,2008,Role-Playing,Square Enix                ,0.3,0.2,0.1,0.1,0.7,68.0,70  ,T   ,-2  
The Last Remnant                            ,X360,2008,Role-Playing,Square Enix                ,0.2,0.2,0.2,0.1,0.7,66.0,69.0,M   ,-3.0
Mass Effect                                 ,PC  ,2008,Role-Playing,Electronic Arts            ,0,0.6,0,0.1,0.7,89.0,86.0,M   ,3.0 
Fire Emblem: Shadow Dragon                  ,DS  ,2008,Role-Playing,Nintendo                   ,0.3,0,0.3,0,0.6,81.0,70  ,E10+,11  
Inazuma Eleven                              ,DS  ,2008,Role-Playing,Nintendo                   ,0,0.1,0.4,0,0.5,NA  ,NA  ,NA  ,NA  
Magician's Quest: Mysterious Times          ,DS  ,2008,Role-Playing,Konami Digital Entertainmen,0,0,0.5,0,0.5,69.0,76.0,E10+,-7.0
Tales of Symphonia: Dawn of the New World   ,Wii ,2008,Role-Playing,Namco Bandai Games         ,0.2,0,0.2,0,0.5,68.0,71.0,T   ,-3.0
Disgaea 3: Absence of Justice               ,PS3 ,2008,Role-Playing,Square Enix                ,0.3,0,0.1,0,0.5,78.0,75.0,T   ,3.0 
Rune Factory 2: A Fantasy Harvest Moon      ,DS  ,2008,Role-Playing,Rising Star Games          ,0.3,0,0.1,0,0.5,77.0,79.0,E   ,-2.0
Spectrobes: Beyond the Portals              ,DS  ,2008,Role-Playing,Disney Interactive Studios ,0.4,0.1,0,0,0.5,70.0,77.0,E10+,-7.0
Eternal Sonata                              ,PS3 ,2008,Role-Playing,Atari                      ,0.2,0.1,0.1,0.1,0.4,80.0,78.0,T   ,2.0 
Valkyrie Profile: Covenant of the Plume     ,DS  ,2008,Role-Playing,Square Enix                ,0.2,0,0.2,0,0.4,74.0,68.0,T   ,6.0 
Call of Duty: World at War                  ,X360,2008,Shooter     ,Activision                 ,4.8,1.9,0,0.7,7.4,84.0,76.0,M   ,8.0 
Gears of War 2                              ,X360,2008,Shooter     ,Microsoft Game Studios     ,4.2,1.9,0.1,0.6,6.8,93.0,77.0,M   ,16.0
Call of Duty: World at War                  ,PS3 ,2008,Shooter     ,Activision                 ,2.7,1.8,0,0.8,5.4,85.0,76.0,M   ,9.0 
Left 4 Dead                                 ,X360,2008,Shooter     ,Electronic Arts            ,2.7,0.5,0.1,0.3,3.5,89.0,79.0,M   ,10.0
Resistance 2                                ,PS3 ,2008,Shooter     ,Sony Computer Entertainment,1.1,0.8,0.1,0.4,2.5,87.0,61.0,M   ,26.0
Tom Clancy's Rainbow Six: Vegas 2           ,X360,2008,Shooter     ,Ubisoft                    ,1.6,0.6,0,0.2,2.4,82.0,78.0,M   ,4.0 
Call of Duty: World at War                  ,Wii ,2008,Shooter     ,Activision                 ,1.2,0.6,0,0.2,1.9,83.0,76.0,M   ,7.0 
Call of Duty: World at War Final Fronts     ,PS2 ,2008,Shooter     ,Activision                 ,0.6,0.2,0,0.9,1.7,NA  ,NA  ,NA  ,NA  
Army of Two                                 ,X360,2008,Shooter     ,Electronic Arts            ,1.1,0.4,0,0.2,1.6,72.0,76.0,M   ,-4.0
Battlefield: Bad Company                    ,X360,2008,Shooter     ,Electronic Arts            ,0.8,0.5,0,0.1,1.5,83.0,77.0,T   ,6.0 
